fiscal_year,fiscal_period,department,division,merchant,category_description,transaction_date,amount
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-25,30.45
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,606.75
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-25,42.67
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-25,30.0
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-25,42.18
2024,12,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-25,892.28
2024,12,DEPT OF TRANSPORTATION,Traffic,LOWES #02537*,Home Supply Warehouse Stores,2024-06-25,506.84
2024,12,DEPT OF TRANSPORTATION,Traffic,DE ENG ASSOCIATION,Employment Agencies Temporary Help Services,2024-06-25,50.0
2024,12,DEPT OF TRANSPORTATION,Traffic,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-25,66.16
2024,12,DEPT OF TRANSPORTATION,Administration,BURLINGTON FINANCE CENTER,Government Services-Not Elsewhere Classified,2024-06-24,1994.0
2024,12,DEPT OF TRANSPORTATION,Administration,THE ALIDA TRIBUTE HOT,Lodging,2024-06-24,-36.38
2024,12,DEPT OF TRANSPORTATION,Toll Administration,SCHAGRIN GAS,Fuel Dealers-Coal Fuel Oil Liq Petroleum Wood,2024-06-25,300.87
2024,12,DEPT OF LABOR,Office Of The Secretary,WWW.DOODLE.COM,Computer Software Stores,2024-06-26,83.4
2024,12,DEPT OF LABOR,Office Of The Secretary,INTERNATIONAL TRANSACTION,Internal Transaction,2024-06-26,1.25
2024,12,DEPT OF LABOR,Administrative Support,CANVA* I04192-36552246,Photographic Studios,2024-06-24,149.9
2024,12,DEPT OF LABOR,Unemployment Insurance,OCEAN STATE SANDWICH COMP,Eating Places Restaurants,2024-06-25,17.52
2024,12,DEPT OF LABOR,Unemployment Insurance,ANDINOS RESTAURANT,Eating Places Restaurants,2024-06-25,29.0
2024,12,DEPT OF LABOR,Unemployment Insurance,SQ *POINDEXTER,Eating Places Restaurants,2024-06-26,3.78
2024,12,DEPT OF LABOR,Unemployment Insurance,ANDINOS RESTAURANT,Eating Places Restaurants,2024-06-25,48.02
2024,12,DEPT OF LABOR,Unemployment Insurance,1039 CAFFE NERO PROVIDENC,Eating Places Restaurants,2024-06-25,4.94
2024,12,DEPT OF LABOR,Unemployment Insurance,OCEAN STATE SANDWICH COMP,Eating Places Restaurants,2024-06-25,15.68
2024,12,DEPT OF LABOR,Unemployment Insurance,SQ *POINDEXTER,Eating Places Restaurants,2024-06-25,3.78
2024,12,DEPT OF LABOR,Unemployment Insurance,SQ *REINERS,Fast Food Restaurants,2024-06-24,17.04
2024,12,DEPT OF LABOR,Unemployment Insurance,AVI WV DEPT REHAB SNACK,Eating Places Restaurants,2024-06-24,9.75
2024,12,DEPT OF LABOR,Unemployment Insurance,MAXMIND,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,2024-06-25,50.0
2024,12,DEPT OF LABOR,Unemployment Insurance,USPS.COM POSTAL STORE,Postal Services-Government Only,2024-06-25,1022.35
2024,12,DEPT OF LABOR,Unemployment Insurance,DUNKIN E28 CLT,Fast Food Restaurants,2024-06-24,4.32
2024,12,DEPT OF LABOR,Unemployment Insurance,SP PERSIMMON COFFEE,Miscellaneous And Specialty Retail Stores,2024-06-24,8.82
2024,12,DEPT OF LABOR,Unemployment Insurance,AVI-WV DEPT OF RHB CPTL,Eating Places Restaurants,2024-06-26,14.0
2024,12,DEPT OF LABOR,Unemployment Insurance,TST* SOHOS ITALIAN RESTAU,Eating Places Restaurants,2024-06-26,41.91
2024,12,DEPT OF LABOR,Unemployment Insurance,PRET A MANAGER KIOSK 3,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-24,3.78
2024,12,DEPT OF LABOR,Unemployment Insurance,SQ *REINERS,Fast Food Restaurants,2024-06-24,10.64
2024,12,DEPT OF LABOR,Unemployment Insurance,TST* ADELPHIA SPORTS BAR,Eating Places Restaurants,2024-06-24,18.36
2024,12,DEPT OF LABOR,Unemployment Insurance,TST* KISMET BAGELS- PHILL,Eating Places Restaurants,2024-06-24,5.13
2024,12,DEPT OF LABOR,Office of WorkersCompensation,WPY*INTERSTATE LABOR STAN,Organizations Membership-Not Elsewhere Classified,2024-06-25,2517.04
2024,12,DEPT OF LABOR,Off Of Labor Law Enforcement,ROYAL SONESTA WASHINGT,Eating Places Restaurants,2024-06-25,24.8
2024,12,DEPT OF LABOR,Off Of Labor Law Enforcement,ROYAL SONESTA WASHINGT,Eating Places Restaurants,2024-06-25,22.0
2024,12,DEPT OF LABOR,Off Of Labor Law Enforcement,TLO TRANSUNION,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,2024-06-25,160.1
2024,12,DEPT OF LABOR,Off Of Labor Law Enforcement,ROYAL SONESTA WASHINGT,Eating Places Restaurants,2024-06-25,19.8
2024,12,DEPT OF LABOR,Vocational Rehabilitation Svcs,STAPLES INC,Stationery-Office Supplies-Printing Writing Pap,2024-06-25,43.96
2024,12,DEPT OF LABOR,Vocational Rehabilitation Svcs,AMERICAN AIR0012153653610,Airline,2024-06-26,556.95
2024,12,DEPT OF LABOR,Disability Determination Svcs,UPS*000000H63476254,Courier Svc-Air Ground Freight Forwarders,2024-06-26,119.81
2024,12,DEPT OF LABOR,Employment And Training Serv,EIG*CONSTANTCONTACT.COM,Direct Marketing-Continuity-Subscription Merchants,2024-06-26,237.0
2024,12,DEPT OF AGRICULTURE,Administration,VZWRLSS*MY VZ VB P,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-26,10292.4
2024,12,DEPT OF AGRICULTURE,Administration,FLICKR.COM,Business Services-Not Elsewhere Classified,2024-06-26,71.99
2024,12,DEPT OF AGRICULTURE,Agriculture Compliance,INLAND BAYS GARDEN,Landscaping And Horticultural Services,2024-06-24,79.0
2024,12,DEPT OF AGRICULTURE,Forest Service,MANLOVE AUTO PTS 165,Automotive Parts Accessories Stores,2024-06-25,98.28
2024,12,DEPT OF AGRICULTURE,Forest Service,TST* FRANK PEPE'S PIZZERI,Eating Places Restaurants,2024-06-25,26.57
2024,12,DEPT OF AGRICULTURE,Forest Service,GDP*JOHN RUSSELL,General Contractors-Residential Buildings,2024-06-24,6293.78
2024,12,DEPT OF AGRICULTURE,Forest Service,SUNOCO 0881291900,Fuel Dispenser Automated,2024-06-24,65.25
2024,12,DEPT OF AGRICULTURE,Forest Service,DNH*GODADDY.COM,Computer Network-Information Services,2024-06-24,359.97
2024,12,DEPT OF AGRICULTURE,Forest Service,SQ *SOUTH JERSEY PRINTING,Other Services Not Elsewhere Classified,2024-06-24,614.0
2024,12,DEPT OF AGRICULTURE,Forest Service,WAL-MART #5039,Grocery Stores Supermarkets,2024-06-25,30.14
2024,12,DEPT OF AGRICULTURE,Forest Service,EL REPARO MEXICAN RESTAUR,Eating Places Restaurants,2024-06-25,24.62
2024,12,DEPT OF AGRICULTURE,Harness Racing Commission,AMAZON MKTPL*RG04O59H2,Book Stores,2024-06-25,23.98
2024,12,DEPT OF AGRICULTURE,Harness Racing Commission,INTOXIMETERS INC,Testing Laboratories Non-Medical,2024-06-24,555.0
2024,12,DEPT OF AGRICULTURE,Plant Industries,NEOGEN CORPORATION,Miscellaneous And Specialty Retail Stores,2024-06-27,686.4
2024,12,DEPT OF AGRICULTURE,Plant Industries,EASTERN APICULTURE SOC,Organizations Charitable And Social Services,2024-06-27,250.0
2024,12,DEPT OF AGRICULTURE,Plant Industries,USPS PO 0908200534,Postal Services-Government Only,2024-06-24,11.0
2024,12,DEPT OF AGRICULTURE,Plant Industries,USPS PO 0908200534,Postal Services-Government Only,2024-06-25,11.0
2024,12,DEPT OF AGRICULTURE,Plant Industries,EASTERN APICULTURE SOC,Organizations Charitable And Social Services,2024-06-27,90.0
2024,12,DEPT OF AGRICULTURE,Animal Health,DE PROFESSIONAL REG WEB,Government Services-Not Elsewhere Classified,2024-06-26,190.0
2024,12,DEPT OF ELECTIONS,New Castle County Elections,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,2024-06-26,217.55
2024,12,DEPT OF ELECTIONS,Kent County Elections,USPS PO 0917600901,Postal Services-Government Only,2024-06-25,320.0
2024,12,DEPT OF ELECTIONS,Sussex County Elections,USPS PO 0925300947,Postal Services-Government Only,2024-06-26,256.0
2024,12,FIRE PREVENTION COMMISSION,State Fire School,HILTON GARDEN INN DOVER,Lodging,2024-06-24,4400.0
2024,12,FIRE PREVENTION COMMISSION,State Fire School,THE HOME DEPOT #1608,Home Supply Warehouse Stores,2024-06-25,1236.63
2024,12,FIRE PREVENTION COMMISSION,State Fire School,ZORO TOOLS INC,Industrial Supplies Not Elsewhere Classified,2024-06-26,132.7
2024,12,FIRE PREVENTION COMMISSION,State Fire School,MID ATLANTIC RESCUE SYSTE,Durable Goods Not Elsewhere Classified,2024-06-25,514.47
2024,12,FIRE PREVENTION COMMISSION,State Fire School,MISSION BBQ DOVER-CATERIN,Caterers,2024-06-25,836.2
2024,12,FIRE PREVENTION COMMISSION,State Fire School,FREDERICA PIZZA AND PA,Eating Places Restaurants,2024-06-24,284.92
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,DURTY NELLYS,Eating Places Restaurants,2024-06-24,17.53
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,SABRINAS CAFE,Eating Places Restaurants,2024-06-24,7.48
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,TST* CROCKETT TAVERN,Eating Places Restaurants,2024-06-25,43.34
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,RIVERS EDGE CAFE,Eating Places Restaurants,2024-06-25,29.09
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,FIUME PIZZERIA AND WINE B,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,19.24
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,HOLIDAY INN SOUTHAVEN,Eating Places Restaurants,2024-06-25,16.15
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,HOLIDAY INN SOUTHAVEN,Eating Places Restaurants,2024-06-24,16.15
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,LOS ILBERTOS MEXICAN TACO,Eating Places Restaurants,2024-06-26,14.2
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,HOLIDAY INN SOUTHAVEN,Eating Places Restaurants,2024-06-24,34.7
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,UBER TRIP,Travel,2024-06-24,5.19
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,7621.47
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,TST* CASA RIO 2.0,Eating Places Restaurants,2024-06-24,12.03
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,RIVERS EDGE CAFE,Eating Places Restaurants,2024-06-25,27.0
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,TST* CROCKETT TAVERN,Eating Places Restaurants,2024-06-25,27.53
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,WAWA CATERING,Caterers,2024-06-24,125.98
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,WM SUPERCENTER #848,Grocery Stores Supermarkets,2024-06-25,11.06
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,ALDI 60143,Grocery Stores Supermarkets,2024-06-24,24.19
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,HOLIDAY INN SOUTHAVEN,Eating Places Restaurants,2024-06-25,28.1
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,TST* CASA RIO 2.0,Eating Places Restaurants,2024-06-24,12.03
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,VALLES ITALIAN RESTAURANT,Fast Food Restaurants,2024-06-24,9.33
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,FIUME PIZZERIA AND WINE B,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,19.24
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,UBER TRIP,Travel,2024-06-24,25.99
2024,12,DELAWARE NATIONAL GUARD,Delaware National Guard,DURTY NELLYS,Eating Places Restaurants,2024-06-24,17.53
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,BEST NAME BADGES,Mens-Womens-Childrens Uniforms-Commercial Cloth,2024-06-25,117.47
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,COMCAST,Cable Satellite Other Pay Television Radio Svcs,2024-06-26,64.6
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,FACEBK *756544CA72,Advertising Services,2024-06-24,92.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,PHL TRIBUNE ST2863,News Dealers And Newsstands,2024-06-26,3.7
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,SQ *AA PHI CURB,Travel,2024-06-26,4.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,EASTERN SHORE COFFEE And WA,Miscellaneous And Specialty Retail Stores,2024-06-25,80.85
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,AMERICAN AIR0014437341524,Airline,2024-06-26,35.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WALGREENS #11047,Drug Stores Pharmacies,2024-06-26,32.98
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,REDNER'S WAREHOUSE,Grocery Stores Supermarkets,2024-06-25,100.46
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WM SUPERCENTER #2791,Grocery Stores Supermarkets,2024-06-25,134.87
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FOODLION,Grocery Stores Supermarkets,2024-06-25,424.01
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,LEXJET,Office School Supply And Stationery Stores,2024-06-25,349.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DRIP DEPOT INC,Lawn And Garden Supply Stores,2024-06-24,537.06
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WWW.EATONBROTHERS.COM,Lawn And Garden Supply Stores,2024-06-24,233.79
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WESTERN SUSSEX COC,Organizations Membership-Not Elsewhere Classified,2024-06-26,25.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS #9490,Artist Supply Stores Craft Shops,2024-06-26,604.43
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS.COM,Artist Supply Stores Craft Shops,2024-06-26,675.04
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS.COM,Artist Supply Stores Craft Shops,2024-06-26,74.97
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FOOD LION #0875,Grocery Stores Supermarkets,2024-06-24,12.26
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FOOD LION #0875,Grocery Stores Supermarkets,2024-06-24,87.62
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,PARKS CAMP DELAWARE INT,Government Services-Not Elsewhere Classified,2024-06-24,496.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WM SUPERCENTER #2791,Grocery Stores Supermarkets,2024-06-24,120.15
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,ADULT ED - SUSSEX,Colleges Univ Pro Schools Junior Colleges,2024-06-25,10.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,905.63
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,573.89
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,43.11
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,383.54
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,2644.83
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,153.43
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,791.86
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,34.82
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DTCC OWENS CAMP BKST#1386,Book Stores,2024-06-26,9.98
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,STATUE CRUISES,Travel,2024-06-26,564.9
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,STAPLES INC,Stationery-Office Supplies-Printing Writing Pap,2024-06-25,102.19
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,THE PALACE,Eating Places Restaurants,2024-06-25,1650.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FOOD LION #2224,Grocery Stores Supermarkets,2024-06-26,97.19
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FOODLION,Grocery Stores Supermarkets,2024-06-26,724.25
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DTCC OWENS CAMP BKST#1386,Book Stores,2024-06-26,9.98
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,2024-06-25,1809.27
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,128.33
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,HAGLEY MUSEUM AND LIBR,Organizations Charitable And Social Services,2024-06-26,510.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,FMCSA D And A CLEARINGHOUSE,Government Services-Not Elsewhere Classified,2024-06-24,125.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,WM SUPERCENTER #2791,Grocery Stores Supermarkets,2024-06-25,32.12
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS #9490,Artist Supply Stores Craft Shops,2024-06-26,193.68
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS #9490,Artist Supply Stores Craft Shops,2024-06-26,99.9
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,MICHAELS.COM,Artist Supply Stores Craft Shops,2024-06-26,129.98
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DELMARVA UTILITY,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-26,1115.41
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,SUSSEX HYDRAULICS,Industrial Supplies Not Elsewhere Classified,2024-06-25,1300.0
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,STAPLES INC,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,101.68
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,STAPLES INC,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,129.83
2024,12,DEL TECH AND COMM COLLEGE,Owens Campus,DUNKIN #350465 Q35,Fast Food Restaurants,2024-06-26,80.13
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,PB LEASING,Equipment RentalLeasing Svs Furnture-Tool Rental,2024-06-24,1608.87
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,SIR SPEEDY NEWARK,Miscellaneous Publishing And Printing,2024-06-26,30.9
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,ETSY.COM - SHIRTTOWER,Accessory And Apparel Stores-Miscellaneous,2024-06-24,235.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,DELAWARE STATE CHAMBER OF,Organizations Charitable And Social Services,2024-06-24,42.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,ACME 0874,Grocery Stores Supermarkets,2024-06-25,441.22
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,ACME 0874,Grocery Stores Supermarkets,2024-06-25,80.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,PROMETRIC EXAM FEE,Schools Educational Svc-Not Elsewhere Classified,2024-06-24,575.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,WEGMANS.COM WILMINGTON119,Grocery Stores Supermarkets,2024-06-24,460.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,AAMA,Associations-Civic Social And Fraternal,2024-06-27,500.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,CITY OF WILM-DIV REVENUE,Government Services-Not Elsewhere Classified,2024-06-26,175.0
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,SIR SPEEDY NEWARK,Miscellaneous Publishing And Printing,2024-06-26,25.75
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,IC* INSTACART,Grocery Stores Supermarkets,2024-06-26,223.88
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,DREXEL CHESTNUT ST CATERC,Caterers,2024-06-26,678.15
2024,12,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,JRCERT,Organizations Charitable And Social Services,2024-06-24,258.75
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-25,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-26,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-25,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-26,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,ROYAL FARMS #197,Fuel Dispenser Automated,2024-06-25,81.48
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-26,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-26,25.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DRI*NEXTDAYFLYERS,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,103.32
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,JONES And BARTLETT LEARNING,Miscellaneous And Specialty Retail Stores,2024-06-25,1236.21
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,OSHA CARD,Schools Educational Svc-Not Elsewhere Classified,2024-06-25,110.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,14.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,PRODUCE JUNCTION,Grocery Stores Supermarkets,2024-06-24,45.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,SAFEWAY 1763,Grocery Stores Supermarkets,2024-06-24,41.45
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,REDNERS MKTS #13,Grocery Stores Supermarkets,2024-06-24,21.38
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,HCW FOODSERVICE/RETAIL,Candy Nut Confectionery Stores,2024-06-26,17.8
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,HCW FOODSERVICE/RETAIL,Candy Nut Confectionery Stores,2024-06-26,47.99
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,SAFEWAY 1763,Grocery Stores Supermarkets,2024-06-25,179.42
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,REDNERS MKTS #13,Grocery Stores Supermarkets,2024-06-26,168.93
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,14.0
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,COSTCO WHSE #0246,Wholesale Clubs,2024-06-24,393.93
2024,12,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,HCW FOODSERVICE/RETAIL,Candy Nut Confectionery Stores,2024-06-26,6.0
2024,12,DEPT OF EDUCATION,Academic Support,TST* LOWELLS,Eating Places Restaurants,2024-06-25,53.46
2024,12,MOT CHARTER SCHOOL,MOT Charter School,K I,Office And Commercial Furniture,2024-06-24,1343.2
2024,12,DEPT OF EDUCATION,Academic Support,TST* MR. WEST - DOWNTOWN,Eating Places Restaurants,2024-06-26,25.03
2024,12,DEPT OF EDUCATION,Academic Support,A PIZZA MART - DOWNTOWN,Eating Places Restaurants,2024-06-26,17.97
2024,12,DEPT OF EDUCATION,Academic Support,STARBUCKS 03204,Fast Food Restaurants,2024-06-24,9.32
2024,12,DEPT OF EDUCATION,Academic Support,TST* JAMBA JUICE - 1319 -,Eating Places Restaurants,2024-06-24,13.78
2024,12,DEPT OF EDUCATION,Academic Support,MAX'S COAL OVEN PIZZERIA,Eating Places Restaurants,2024-06-24,33.49
2024,12,DEPT OF EDUCATION,Academic Support,TST* DANIELS BROILER - D,Eating Places Restaurants,2024-06-25,30.43
2024,12,DEPT OF EDUCATION,Academic Support,HYATT REG SEATTLE F And B,Eating Places Restaurants,2024-06-24,14.01
2024,12,DEPT OF EDUCATION,Academic Support,WALKTHROUGH CEGM,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-24,12.62
2024,12,DEPT OF EDUCATION,Academic Support,HYATT REG SEATTLE F And B,Eating Places Restaurants,2024-06-24,16.55
2024,12,DEPT OF EDUCATION,Academic Support,HYATT REG SEATTLE F And B,Eating Places Restaurants,2024-06-24,7.17
2024,12,DEPT OF EDUCATION,Academic Support,TST* LOWELLS,Eating Places Restaurants,2024-06-25,25.42
2024,12,DEPT OF EDUCATION,Academic Support,TJ'S SANDWICHES CNN,Fast Food Restaurants,2024-06-25,18.69
2024,12,DEPT OF EDUCATION,Workforce Support,OMNI WILLIAM PENN,Lodging,2024-06-25,633.84
2024,12,DEPT OF EDUCATION,Workforce Support,PHILADELPHIA PARKING AUTH,Automobile Parking Lots And Garages,2024-06-25,75.0
2024,12,DEPT OF EDUCATION,Workforce Support,WAWA 8053,Service Stations With Or Without Ancillary Service,2024-06-25,16.68
2024,12,DEPT OF EDUCATION,Workforce Support,WAWA 8053,Service Stations With Or Without Ancillary Service,2024-06-25,8.52
